Sell Report
Sell ID,Item Name,Type,Quantity,Sell Price,Sell Date
1,med1,type1,9,200.0,2022-12-17 13:17:43
2,med2,type2,2,400.0,2022-12-17 13:17:43
3,med2,type2,4,400.0,2022-12-18 11:32:42
4,med1,type1,9,200.0,2022-12-18 11:32:42
5,med1,type1,5,200.0,2022-12-19 08:50:32
6,med2,type2,6,400.0,2022-12-19 08:50:32
7,type,typw,9,100.0,2022-12-19 08:50:32
8,med1,type1,5,200.0,2022-12-20 07:24:40
9,med9,type6,4,80.0,2022-12-20 07:24:40
10,med9,type6,9,80.0,2022-12-20 07:24:40
11,med11,type12,5,20.0,2022-12-20 07:24:40
12,med8,type1,4,30.0,2023-01-03 17:00:19
13,med2,type2,3,400.0,2023-01-03 17:00:19
14,med5,type5,3,80.0,2023-01-03 17:00:19
15,PANADOL,Tablets,5,2.0,2023-01-14 17:13:12
16,DISPRIN TAB,Tablets,6,0.57,2023-01-15 05:58:56
17,DISPRIN TAB,Tablets,5,0.57,2023-01-15 06:07:55
18,AMOXIL CAP 500MG,Capsules,8,10.0,2023-01-15 07:58:02
19,DISPRIN TAB,Tablets,8,0.57,2023-01-15 07:58:02
20,AZOUR CAP 500,Capsules,9,40.0,2023-01-15 07:58:02
21,RISEK CAP 20,Capsules,4,15.0,2023-01-15 08:02:32
22,AZOMAX  CAP 250,Capsules,9,50.0,2023-01-15 08:02:32
23,PANADOL DROPS 15ML,Drops,7,20.0,2023-01-15 08:02:32
24,AZOMAX  CAP 500,Capsules,4,70.0,2023-01-18 19:48:42
25,RISEK INSTA SAC 40,Sachete,8,15.0,2023-01-18 19:52:32
26,AZOMAX  CAP 250,Capsules,90,50.0,2023-01-18 19:54:10
27,PANADOL DROPS 15ML,Drops,2,20.0,2023-01-18 19:55:43
28,RULING CAP,Capsules,99,20.0,2023-01-18 19:58:08
29,AZOMAX  CAP 500,Capsules,8,560.0,2023-01-18 20:03:43
30,ARCEVA TAB,Tablets,9,72.0,2023-01-18 20:04:54
31,GLOCOPHAGE TAB,Tablets,9,450.0,2023-01-18 20:04:54
32,PANADOL DROPS 15ML,Drops,90,1800.0,2023-01-18 20:04:54
33,RISEK CAP 20,Capsules,4,60.0,2023-01-18 20:12:20
34,RISEK CAP 40,Capsules,4,80.0,2023-01-18 20:15:32
35,AZOMAX  CAP 500,Capsules,2,140.0,2023-01-18 20:15:32
36,RULING CAP,Capsules,7,140.0,2023-01-18 20:19:56
37,GLOCOPHAGE TAB,Tablets,8,400.0,2023-01-18 20:19:56
38,RISEK CAP 20,Capsules,4,60.0,2023-01-18 21:05:54
39,RULING CAP,Capsules,9,180.0,2023-01-18 21:05:54
40,RISEK CAP 20,Capsules,4,60.0,2023-02-13 07:22:28
41,AZOMAX  CAP 500,Capsules,9,630.0,2023-02-13 07:22:28
42,AZOMAX  CAP 250,Capsules,8,400.0,2023-02-13 07:28:40
43,AZOMAX  CAP 500,Capsules,9,630.0,2023-02-13 07:28:40
44,ARINAC FORTE TAB,Tablets,100,1000.0,2023-02-14 06:39:33
45,DISPRIN TAB,Tablets,5,2.8499999999999996,2023-04-19 10:41:10
46,test,test,8,7992.0,2023-04-19 12:55:17
47,PANADOL TAB,Tablets,90,90.0,2023-04-19 12:55:17
48,RIGIX TAB,Tablets,3,66.0,2023-04-19 13:05:08
49,test,test,5,4995.0,2023-04-19 13:05:08
50,RISEK INSTA SAC 40,Sachete,8,120.0,2023-04-20 08:53:10
51,RISEK CAP 20,Capsules,10,150.0,2023-04-20 08:53:10
52,CALAMOX INJECTION,Injection,4,200.0,2023-04-20 14:32:40
53,ACIREG 20MG,Capsules,9,135.0,2023-04-20 14:32:40
54,AZOMAX  CAP 250,Capsules,9,450.0,2023-04-20 14:32:40
Purchase Report
Purchase ID,Item Name,Type,Quantity,Purchase Price,Sell Price,Purchase Date
48,ARINAC SYRUP 90ML,Syrup,500,30.0,40.0,2023-01-15 07:47:14
49,ARINAC FORTE TAB,Tablets,500,7.4,10.0,2023-01-15 07:48:15
50,RIGIX ORAL,Oral Soln,500,45.0,50.0,2023-01-15 07:49:19
51,RIGIX TAB,Tablets,500,19.4,22.0,2023-01-15 07:49:53
52,DICLORAN GET,Gel,500,59.2,65.0,2023-01-15 07:51:30
53,DICLORAN GEL,Gel,500,59.2,65.0,2023-01-15 07:52:04
54,DICLORAN INJECTION,Injection,500,14.2,20.0,2023-01-15 07:52:48
55,DICLORAN TAB,Tablets,500,4.8,8.0,2023-01-15 07:53:54
56,GLOCOPHAGE TAB,Tablets,500,42.8,50.0,2023-01-15 07:55:01
57,ARCEVA SUSPENSION,Dry Suspension,500,170.0,180.0,2023-01-15 09:39:22
58,ARCEVA TAB,Tablets,500,5.8,8.0,2023-01-15 09:46:12
59,RITHMO DROPS,Drops,500,90.0,100.0,2023-01-15 10:05:31
60,RITHMO SUSPENSION,Suspension,500,200.0,220.0,2023-01-15 10:06:17
61,RULING CAP,Capsules,900,14.0,20.0,2023-01-18 20:27:12
62,DICLORAN GEL,Gel,900,59.2,65.0,2023-01-18 20:35:50
63,RITHMO TAB,Tablets,500,15.0,18.0,2023-01-19 06:01:36
64,RISEK CAP 40,Capsules,4,18.5,20.0,2023-01-19 06:01:52
65,DICLORAN GEL,Gel,2,70.0,90.0,2023-01-19 06:03:56
66,AVOREK TAB,Tablets,500,3.0,5.0,2023-01-19 06:07:27
67,EFFIFLOX TAB 250MG,Tablets,500,10.0,15.0,2023-01-19 06:10:05
68,EFFIFLOX TAB 500MG,Tablets,500,18.0,25.0,2023-01-19 06:10:41
69,CALAMOX INJECTION,Injection,500,40.0,50.0,2023-01-19 06:12:38
70,CALAMOX SUSPENSION,Suspension,500,60.0,73.0,2023-01-19 06:13:42
71,CALAMOX TAB,Tablets,500,25.83,30.0,2023-01-19 06:15:46
72,NEUCEF CAP,Capsules,500,16.33,23.0,2023-01-19 06:18:29
73,NEUCEF SUSPENSION,Suspension,500,93.0,105.0,2023-01-19 06:23:53
74,MYOLAX INJECTION,Injection,500,74.0,82.0,2023-01-19 06:26:25
75,ACIREG 20MG,Capsules,500,11.2,15.0,2023-01-19 06:28:45
76,ACIREG 40MG,Capsules,500,18.6,25.0,2023-01-19 06:29:14
77,MUCAIN SUSPENSION,Suspension,500,30.0,40.0,2023-01-19 06:32:17
78,ENTAMIZOLE TAB,Tablets,500,24.0,32.0,2023-01-19 06:34:14
79,ENTAMIZOLE SUSPENSION,Suspension,500,24.0,32.0,2023-01-19 06:34:57
80,CIPESTA TAB 250MG,Tablets,500,128.0,130.0,2023-01-19 06:37:35
81,CIPESTA TAB 500MG,Tablets,500,228.0,26.0,2023-01-19 06:38:08
82,CIPESTA SUSPENSION,Suspension,500,83.4,88.0,2023-01-19 06:39:08
83,CIPESTA IV-INJECTION,Injection,500,130.0,160.0,2023-01-19 06:40:05
84,AMCLAV DROPS,Drops,500,58.0,61.0,2023-01-19 06:44:29
85,AMCLAV SUSPENSION,Suspension,500,51.0,55.0,2023-01-19 06:45:03
86,AMCLAV TAB,Tablets,500,52.0,60.0,2023-01-19 06:45:38
87,LILAC SYRUP,Syrup,500,135.0,142.0,2023-01-19 06:47:23
88,test item,test,900,80.0,100.0,2023-02-13 07:25:56
89,test item,test,990,80.0,100.0,2023-02-13 07:26:47
90,test,test,88,888.0,999.0,2023-04-19 12:54:50
Transaction Report
Transaction ID,Customer Name,Transactions Cost,Received,Transaction Date
1,Ahmad,369.0,1608.0,2022-12-13 09:16:32
2,Ahmad,433.0,600.0,2022-12-13 13:01:08
11,Ahmad,120.0,440.0,2022-12-17 12:48:52
12,Ahmad,190.0,2600.0,2022-12-17 13:17:43
13,Ahmad,190.0,3400.0,2022-12-18 11:32:43
14,Ahmad,280.0,4300.0,2022-12-19 08:50:32
15,Ahmad,162.0,2140.0,2022-12-20 07:24:41
16,Ahmad,142.0,1560.0,2023-01-03 17:00:22
17,AHMAD,1.0,10.0,2023-01-14 17:13:13
18,Ahmad,0.45,2.8499999999999996,2023-01-15 06:07:56
19,AHMAD,36.45,444.56,2023-01-15 07:58:02
20,ahmad,71.21000000000001,650.0,2023-01-15 08:02:32
21,Ahmad,50.0,280.0,2023-01-18 19:48:44
22,ahmad,20.0,120.0,2023-01-18 19:52:36
23,ahmad,60.0,4500.0,2023-01-18 19:54:12
24,as,78.0,40.0,2023-01-18 19:55:44
25,cas,92.0,1980.0,2023-01-18 19:58:10
26,conn,50.0,560.0,2023-01-18 20:03:45
27,ahmad,116.6,2322.0,2023-01-18 20:04:56
28,cost,13.21,60.0,2023-01-18 20:12:25
29,ahmad,68.5,220.0,2023-01-18 20:15:34
30,Ahmad,440.4,540.0,2023-01-18 20:19:58
31,ahmad,178.84,240.0,2023-01-18 21:05:55
32,,152.0,160.0,2023-02-12 10:36:11
33,Ahmad Arshad,502.84000000000003,690.0,2023-02-13 07:22:30
34,Ahmad,770.0,1030.0,2023-02-13 07:28:41
35,Ahmad Arshad,740.0,1000.0,2023-02-14 06:39:34
36,ahmad,2.25,2.8499999999999996,2023-04-19 10:41:11
37,Ahmad,7155.3,8082.0,2023-04-19 12:55:19
38,Ahmad Arshad,4498.2,5061.0,2023-04-19 13:05:10
39,Ahmad,292.1,270.0,2023-04-20 08:53:13
40,Ahmad,620.8,785.0,2023-04-20 14:32:42
      
Profit loss Report
Total Cost of medicine,17896.149999999998
Total Money Received,45698.259999999995
Net Profit,27802.109999999997
